GDS ID	Pubmed ID	MeSH Terms
GDS1768	15213220	CCAAT-Enhancer-Binding Proteins/metabolism* ¥ Cells, Cultured ¥ DNA-Binding Proteins/metabolism* ¥ Enzyme Activation/drug effects ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ Membrane Lipids/biosynthesis* ¥ Membrane Lipids/genetics* ¥ Phosphatidylinositol 3-Kinases/metabolism* ¥ Sterol Regulatory Element Binding Protein 1 ¥ Transcription Factors/metabolism*
GDS177	12361756	Animals ¥ Bone Marrow Cells/physiology ¥ Bone Marrow Cells/virology ¥ Cells, Cultured ¥ Cytomegalovirus/genetics ¥ Cytomegalovirus/pathogenicity* ¥ Cytomegalovirus Infections/physiopathology* ¥ Cytomegalovirus Infections/virology ¥ Female ¥ Fibroblasts ¥ Genetic Variation ¥ Hematopoiesis ¥ Hematopoietic Stem Cells/physiology* ¥ Hematopoietic Stem Cells/virology ¥ Humans ¥ Mice ¥ Stem Cell Transplantation/adverse effects* ¥ Viral Envelope Proteins/genetics
GDS1772	16517406	Adaptation, Physiological* ¥ Animals ¥ Apoptosis ¥ Cell Hypoxia/physiology* ¥ Cells, Cultured ¥ Computational Biology ¥ Down-Regulation/genetics* ¥ Genomics ¥ Humans ¥ Hypoxia-Inducible Factor 1, alpha Subunit/deficiency ¥ Hypoxia-Inducible Factor 1, alpha Subunit/metabolism* ¥ Mice ¥ Mice, Knockout ¥ Mitochondria/metabolism* ¥ Mitochondrial Proteins/metabolism ¥ Oxygen Consumption/physiology* ¥ Protein Kinases/metabolism ¥ Protein-Serine-Threonine Kinases ¥ Up-Regulation/genetics
GDS1774	16782544	Administration, Oral ¥ Agaricus/chemistry* ¥ Biological Products/chemistry ¥ Biological Products/isolation & purification ¥ Biological Products/therapeutic use ¥ Down-Regulation/drug effects ¥ Down-Regulation/genetics ¥ Female ¥ Gene Expression/drug effects* ¥ Gene Expression Profiling/methods ¥ Hepacivirus/genetics ¥ Hepatitis C, Chronic/blood ¥ Hepatitis C, Chronic/genetics ¥ Hepatitis C, Chronic/therapy* ¥ Humans ¥ Lectins, C-Type/genetics ¥ Male ¥ Membrane Proteins/genetics ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Viral/blood ¥ Receptor, Interferon alpha-beta ¥ Receptors, Interferon/genetics ¥ Toll-Like Receptor 2/genetics ¥ Up-Regulation/drug effects ¥ Up-Regulation/genetics ¥ Viral Load* ¥ beta-Glucans/chemistry ¥ beta-Glucans/isolation & purification ¥ beta-Glucans/therapeutic use*
GDS1779	16507782	Algorithms ¥ Angiogenic Proteins/genetics ¥ Angiogenic Proteins/metabolism ¥ Astrocytes/metabolism* ¥ Cell Hypoxia/genetics* ¥ Endothelial Cells/metabolism ¥ Gene Expression Profiling* ¥ Gene Expression Regulation* ¥ Glycolysis/genetics ¥ Hela Cells ¥ Humans ¥ Hypoxia-Inducible Factor 1/metabolism ¥ Intercellular Signaling Peptides and Proteins/genetics ¥ Intercellular Signaling Peptides and Proteins/metabolism ¥ MAP Kinase Kinase 1/genetics ¥ MAP Kinase Kinase 1/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ Proto-Oncogene Proteins c-akt/genetics ¥ Proto-Oncogene Proteins c-akt/metabolism ¥ RNA, Messenger/metabolism ¥ Reproducibility of Results ¥ Signal Transduction*/genetics ¥ Up-Regulation
GDS1780	16531451	Adaptor Proteins, Signal Transducing/metabolism ¥ Blotting, Western ¥ Cell Line, Tumor ¥ Colorectal Neoplasms/genetics* ¥ Disease Progression ¥ Eukaryotic Initiation Factor-4E/metabolism ¥ Gene Expression Regulation, Neoplastic* ¥ Humans ¥ Neoplasm Invasiveness/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ Phosphoproteins/metabolism ¥ Polyribosomes/genetics* ¥ Protein Biosynthesis ¥ RNA, Messenger/analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription, Genetic
GDS1783	16461377	Animals ¥ Calcium/metabolism* ¥ Calcium Channels, L-Type/physiology* ¥ Calcium Signaling/physiology* ¥ Cells, Cultured ¥ Cyclic AMP Response Element-Binding Protein/physiology* ¥ Humans ¥ Muscle, Smooth, Vascular/physiology* ¥ Myocytes, Smooth Muscle/physiology* ¥ Rats ¥ Transcription, Genetic/physiology*
GDS1791	15955238	Cell Line, Tumor ¥ Cluster Analysis ¥ DNA Probes ¥ DNA, Complementary ¥ Gene Expression ¥ Gene Expression Regulation* ¥ Humans ¥ Microarray Analysis ¥ Molecular Probe Techniques* ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ RNA/metabolism ¥ RNA, Complementary/metabolism ¥ RNA, Messenger/metabolism ¥ RNA, Neoplasm/metabolism ¥ Reproducibility of Results ¥ Sensitivity and Specificity
GDS1792	15800983	Adenocarcinoma/genetics* ¥ Adenocarcinoma/pathology ¥ Aged ¥ Animals ¥ Carcinoma in Situ/genetics* ¥ Carcinoma in Situ/pathology ¥ Cell Line, Tumor ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Male ¥ Mice ¥ Mice, Nude ¥ Middle Aged ¥ Neoplasm Transplantation ¥ Precancerous Conditions/genetics ¥ Precancerous Conditions/pathology ¥ Stomach Neoplasms/genetics* ¥ Stomach Neoplasms/pathology ¥ Transplantation, Heterologous
GDS1806	16795038	Apoptosis/genetics ¥ Carrier Proteins/genetics ¥ Cluster Analysis ¥ DNA Repair/genetics ¥ DNA-Binding Proteins/metabolism ¥ Gene Expression Profiling* ¥ Histones/metabolism ¥ Humans ¥ Immunity/genetics ¥ Lymphocyte Activation/genetics* ¥ Protein Folding ¥ Protein Processing, Post-Translational/genetics ¥ RNA-Binding Proteins/metabolism ¥ Signal Transduction/genetics ¥ T-Lymphocytes/immunology* ¥ T-Lymphocytes/metabolism* ¥ Transcription Factors/genetics ¥ Weightlessness Simulation*
GDS1807	16517405	Adaptation, Physiological* ¥ Animals ¥ Apoptosis ¥ Cell Hypoxia/physiology* ¥ Cell Survival ¥ Fibroblasts/cytology ¥ Gene Expression ¥ Gene Expression Regulation, Enzymologic* ¥ Humans ¥ Hypoxia-Inducible Factor 1, alpha Subunit/deficiency ¥ Hypoxia-Inducible Factor 1, alpha Subunit/metabolism* ¥ Mice ¥ Models, Biological ¥ Phosphorylation ¥ Protein Kinases/metabolism* ¥ Protein-Serine-Threonine Kinases ¥ Reactive Oxygen Species
GDS181	11904358	Animals ¥ Collagen/genetics ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Male ¥ Mice ¥ Organ Specificity ¥ Polymerase Chain Reaction ¥ Receptors, Cell Surface/genetics ¥ Transcription, Genetic*
GDS1812	16505361	Cell Line ¥ Cervix Uteri/cytology ¥ Cervix Uteri/immunology ¥ Cervix Uteri/virology* ¥ Female ¥ Gene Expression ¥ Genes, Viral ¥ Human papillomavirus 16/genetics* ¥ Human papillomavirus 16/immunology ¥ Human papillomavirus 16/pathogenicity* ¥ Humans ¥ Interferon Type I/genetics ¥ Keratinocytes/immunology ¥ Keratinocytes/virology* ¥ Models, Biological ¥ Oligonucleotide Array Sequence Analysis ¥ Plasmids/genetics ¥ Uterine Cervical Neoplasms/etiology ¥ Uterine Cervical Neoplasms/genetics ¥ Uterine Cervical Neoplasms/virology ¥ Virus Integration/genetics
GDS1813	16204036	Adult ¥ Aged ¥ Brain Neoplasms/genetics* ¥ Cell Cycle Proteins/genetics* ¥ F-Box Proteins/genetics* ¥ Female ¥ Gene Expression Profiling/methods ¥ Genes, myc/genetics* ¥ Glioma/enzymology ¥ Glioma/genetics* ¥ Humans ¥ Male ¥ Middle Aged ¥ Neoplasm Proteins/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ Receptors, Cell Surface/genetics* ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Ubiquitin-Conjugating Enzymes/genetics* ¥ Ubiquitin-Protein Ligases/genetics*
GDS1815	16530701	Brain/growth & development ¥ Brain Neoplasms/classification* ¥ Brain Neoplasms/genetics* ¥ Brain Neoplasms/pathology ¥ Disease Progression ¥ Gene Dosage ¥ Gene Expression* ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic ¥ Glioma/classification* ¥ Glioma/genetics* ¥ Glioma/pathology ¥ Humans ¥ In Situ Hybridization ¥ Intracellular Signaling Peptides and Proteins ¥ Membrane Proteins/biosynthesis ¥ Membrane Proteins/genetics ¥ Neoplasm Invasiveness/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ PTEN Phosphohydrolase/biosynthesis ¥ PTEN Phosphohydrolase/genetics ¥ Polymerase Chain Reaction ¥ Prognosis ¥ Tumor Markers, Biological/analysis*
GDS1816	16530701	Brain/growth & development ¥ Brain Neoplasms/classification* ¥ Brain Neoplasms/genetics* ¥ Brain Neoplasms/pathology ¥ Disease Progression ¥ Gene Dosage ¥ Gene Expression* ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic ¥ Glioma/classification* ¥ Glioma/genetics* ¥ Glioma/pathology ¥ Humans ¥ In Situ Hybridization ¥ Intracellular Signaling Peptides and Proteins ¥ Membrane Proteins/biosynthesis ¥ Membrane Proteins/genetics ¥ Neoplasm Invasiveness/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ PTEN Phosphohydrolase/biosynthesis ¥ PTEN Phosphohydrolase/genetics ¥ Polymerase Chain Reaction ¥ Prognosis ¥ Tumor Markers, Biological/analysis*
GDS183	12469123	Disease Progression ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Neoplastic* ¥ Genes, Neoplasm ¥ Humans ¥ Immunohistochemistry ¥ Neoplasm Staging ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Prognosis ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism ¥ RNA, Neoplasm/analysis ¥ RNA, Neoplasm/genetics ¥ Reproducibility of Results ¥ Urinary Bladder Neoplasms/classification* ¥ Urinary Bladder Neoplasms/diagnosis ¥ Urinary Bladder Neoplasms/genetics* ¥ Urinary Bladder Neoplasms/pathology
GDS1830	16365179	Antigens, CD44/analysis ¥ Antineoplastic Agents, Alkylating/pharmacology* ¥ Carmustine/pharmacology ¥ Cell Line, Tumor ¥ DNA/metabolism ¥ Dacarbazine/analogs & derivatives ¥ Dacarbazine/pharmacology ¥ Drug Resistance, Neoplasm ¥ Gene Dosage ¥ Gene Expression Profiling ¥ Glioblastoma/drug therapy* ¥ Glioblastoma/genetics ¥ Glioblastoma/mortality ¥ Glioblastoma/pathology ¥ Humans ¥ Intracellular Signaling Peptides and Proteins ¥ NF-kappa B/antagonists & inhibitors ¥ NF-kappa B/physiology* ¥ Nuclear Proteins ¥ Proteins/genetics ¥ Proteins/physiology*
GDS1835	15113400	Animals ¥ Cell Line ¥ Gene Expression Profiling/methods ¥ Gene Expression Profiling/standards ¥ Humans ¥ Mice ¥ Nucleic Acid Hybridization/methods ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Oligonucleotide Array Sequence Analysis/standards ¥ RNA/genetics* ¥ RNA/metabolism ¥ RNA/standards ¥ Rats ¥ Reference Standards ¥ Reproducibility of Results
GDS1836	12801411	Androgen-Insensitivity Syndrome/drug therapy ¥ Androgen-Insensitivity Syndrome/genetics ¥ Cells, Cultured ¥ Chromosomes, Human, X/genetics ¥ Chromosomes, Human, Y/genetics* ¥ Cluster Analysis ¥ Dihydrotestosterone/therapeutic use ¥ Diploidy* ¥ Female ¥ Fibroblasts/chemistry* ¥ Fibroblasts/cytology ¥ Fibroblasts/drug effects ¥ Fibroblasts/metabolism* ¥ Gene Expression Profiling/methods* ¥ Gene Expression Profiling/statistics & numerical data ¥ Gene Expression Regulation/drug effects ¥ Gene Expression Regulation/genetics ¥ Genes/genetics ¥ Genitalia, Female/cytology* ¥ Genitalia, Male/cytology* ¥ Humans ¥ Male ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Oligonucleotide Array Sequence Analysis/statistics & numerical data ¥ Receptors, Androgen/biosynthesis ¥ Receptors, Androgen/genetics ¥ Sex Differentiation/genetics* ¥ Skin/cytology ¥ Transcription, Genetic/genetics
GDS1839	12571354	Adult ¥ Aged ¥ Antibodies, Monoclonal/therapeutic use* ¥ Antibodies, Monoclonal, Murine-Derived ¥ Antineoplastic Agents/therapeutic use* ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Lymphoma, Follicular/drug therapy* ¥ Lymphoma, Follicular/genetics ¥ Male ¥ Middle Aged ¥ Treatment Outcome
GDS1841	16449190	Animals ¥ Apoptosis/drug effects ¥ Caspase 3 ¥ Caspases/metabolism ¥ Cell Line ¥ Cell Survival/drug effects ¥ Cell Survival/genetics ¥ DNA-Binding Proteins/metabolism ¥ Down-Regulation/genetics ¥ Epithelial Cells/drug effects ¥ Epithelial Cells/metabolism ¥ Epithelial Cells/virology ¥ Gene Expression/genetics ¥ Gene Expression Profiling ¥ Genetic Predisposition to Disease/genetics* ¥ Humans ¥ I-kappa B Proteins/metabolism ¥ Immunohistochemistry ¥ Leupeptins/pharmacology ¥ Lung Diseases, Interstitial/genetics* ¥ Lung Diseases, Interstitial/virology ¥ Lysosome-Associated Membrane Glycoproteins/analysis ¥ Mice ¥ Mice, Transgenic ¥ Mutation/genetics ¥ NF-kappa B p50 Subunit/antagonists & inhibitors ¥ NF-kappa B p50 Subunit/metabolism ¥ Nuclear Proteins/metabolism ¥ Oligopeptides/analysis ¥ Peptides/chemistry ¥ Peptides/genetics* ¥ Peptides/metabolism ¥ Peptides/pharmacology ¥ Proteasome Endopeptidase Complex/antagonists & inhibitors ¥ Proteasome Endopeptidase Complex/metabolism ¥ Protein Folding* ¥ Protein Sorting Signals ¥ Pulmonary Surfactant-Associated Protein C ¥ Respiratory Syncytial Viruses* ¥ Transcription Factors ¥ Transfection ¥ Up-Regulation/genetics
GDS1846	14760888	Antiviral Agents/pharmacology* ¥ Cell Cycle/drug effects ¥ Cell Differentiation/drug effects ¥ Cells, Cultured ¥ DNA Replication/drug effects ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ Interferon-gamma/pharmacology* ¥ Keratinocytes/drug effects* ¥ Keratinocytes/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Viral/metabolism ¥ Signal Transduction/drug effects ¥ Skin/virology*
GDS1847	14996990	Caco-2 Cells ¥ Calcitriol/pharmacology* ¥ Enterocytes/drug effects* ¥ Enterocytes/metabolism ¥ Gene Expression/drug effects* ¥ Gene Expression Profiling ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Protein Biosynthesis ¥ Proteins/genetics ¥ RNA, Messenger/metabolism* ¥ Reverse Transcriptase Polymerase Chain Reaction
GDS1850	15869869	Adult ¥ DNA, Complementary/genetics ¥ Dental Caries/metabolism* ¥ Dental Pulp/metabolism* ¥ Gene Expression Profiling* ¥ Gene Expression Regulation* ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Proteins/genetics ¥ Proteins/metabolism* ¥ Reverse Transcriptase Polymerase Chain Reaction
GDS1852	15892871	Cell Cycle Proteins/genetics ¥ Cells, Cultured ¥ Cluster Analysis ¥ Computational Biology/methods* ¥ DNA Damage/genetics* ¥ DNA-Binding Proteins/genetics ¥ Gene Expression Profiling* ¥ Genes, p53 ¥ Humans ¥ Microarray Analysis ¥ Mutagenesis, Site-Directed ¥ Promoter Regions, Genetic/genetics* ¥ Protein-Serine-Threonine Kinases/genetics ¥ RNA Interference* ¥ Sequence Analysis, DNA/methods* ¥ Transcriptional Activation* ¥ Tumor Suppressor Proteins/genetics ¥ Zinostatin/pharmacology
GDS1854	15923150	Aging ¥ Animals ¥ Cerebellum/embryology* ¥ DNA Primers ¥ Enzymes/genetics ¥ Gene Expression Regulation, Developmental* ¥ Glycoconjugates/genetics* ¥ Mice ¥ Mice, Inbred BALB C ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Proteins/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction
GDS1858	15685193	3' Untranslated Regions/genetics ¥ 3' Untranslated Regions/metabolism ¥ Base Sequence ¥ Brain/metabolism ¥ Down-Regulation* ¥ Genes, Reporter/genetics ¥ Humans ¥ MicroRNAs/genetics ¥ MicroRNAs/metabolism* ¥ Molecular Sequence Data ¥ Muscles/metabolism ¥ Mutation/genetics ¥ Oligonucleotide Array Sequence Analysis* ¥ Organ Specificity ¥ RNA, Messenger/genetics* ¥ RNA, Messenger/metabolism* ¥ Substrate Specificity
GDS1873	15831674	Antineoplastic Agents, Hormonal/pharmacology* ¥ Aromatase Inhibitors/pharmacology* ¥ Breast Neoplasms/drug therapy* ¥ Breast Neoplasms/genetics* ¥ Cell Division/drug effects ¥ Cell Line, Tumor ¥ Down-Regulation/drug effects ¥ Down-Regulation/genetics ¥ Gene Expression Regulation, Neoplastic/drug effects ¥ Humans ¥ Nitriles/pharmacology* ¥ Oligonucleotide Array Sequence Analysis ¥ Tamoxifen/pharmacology* ¥ Triazoles/pharmacology* ¥ Up-Regulation/drug effects ¥ Up-Regulation/genetics
GDS1875	16103188	Cell Cycle* ¥ Cell Cycle Proteins/genetics ¥ Cell Division ¥ Cell Line ¥ G2 Phase ¥ Gene Expression Profiling ¥ Gene Products, vpr/physiology* ¥ HIV-1/pathogenicity* ¥ HIV-1/physiology ¥ Humans ¥ MAP Kinase Signaling System* ¥ vpr Gene Products, Human Immunodeficiency Virus
GDS1886	16595739	Cell Line, Tumor ¥ Cyclophilin A/genetics ¥ Cyclophilin A/metabolism ¥ Databases, Genetic ¥ Gene Expression Profiling/methods ¥ Gene Expression Regulation* ¥ Heat-Shock Proteins/genetics ¥ Heat-Shock Proteins/metabolism ¥ Humans ¥ Hypothermia/genetics ¥ Hypothermia/metabolism* ¥ Monocytes/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Messenger/metabolism ¥ RNA-Binding Proteins/genetics ¥ RNA-Binding Proteins/metabolism ¥ Reproducibility of Results
GDS1887	16585155	Combined Modality Therapy ¥ Gene Expression Profiling ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Predictive Value of Tests ¥ Preoperative Care ¥ Prospective Studies ¥ Rectal Neoplasms/genetics* ¥ Rectal Neoplasms/metabolism ¥ Rectal Neoplasms/radiotherapy* ¥ Rectal Neoplasms/surgery ¥ Sensitivity and Specificity
GDS1902	16474387	Animals ¥ Apoptosis/drug effects ¥ Cell Cycle/drug effects* ¥ Cell Cycle/genetics ¥ Cell Proliferation/drug effects ¥ Depsipeptides/pharmacology* ¥ Drug Resistance, Neoplasm ¥ Endothelial Cells/drug effects ¥ Fibroblast Growth Factors/antagonists & inhibitors ¥ Fibroblast Growth Factors/metabolism ¥ G1 Phase/drug effects ¥ Gene Expression Regulation/drug effects ¥ Genomics/methods* ¥ Humans ¥ Molecular Conformation ¥ Phosphorylation ¥ RNA, Messenger/drug effects ¥ RNA, Messenger/genetics ¥ STAT3 Transcription Factor/drug effects ¥ STAT3 Transcription Factor/metabolism ¥ Signal Transduction/drug effects ¥ Signal Transduction/physiology ¥ Structure-Activity Relationship ¥ Transcription, Genetic/drug effects ¥ Tumor Cells, Cultured ¥ Zebrafish/embryology
GDS1904	16237199	Animals ¥ Carbohydrate Metabolism/genetics* ¥ Carbohydrate Sequence ¥ Gene Expression Profiling ¥ Gene Expression Regulation* ¥ Glycoproteins/biosynthesis* ¥ Glycoproteins/chemistry ¥ Glycoproteins/metabolism ¥ Glycosylation ¥ Humans ¥ Mice ¥ Mice, Knockout ¥ Molecular Sequence Data ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Organ Specificity ¥ Phylogeny ¥ Transcription, Genetic*
GDS1925	16585219	Breast Neoplasms/enzymology ¥ Breast Neoplasms/genetics ¥ Breast Neoplasms/metabolism* ¥ Cell Line, Tumor ¥ Down-Regulation ¥ Enzyme Activation ¥ Estrogen Receptor alpha/biosynthesis* ¥ Estrogen Receptor alpha/deficiency ¥ Estrogen Receptor alpha/genetics ¥ Humans ¥ MAP Kinase Kinase Kinases/biosynthesis ¥ MAP Kinase Kinase Kinases/genetics ¥ MAP Kinase Kinase Kinases/metabolism ¥ MAP Kinase Signaling System ¥ Mitogen-Activated Protein Kinases/biosynthesis ¥ Mitogen-Activated Protein Kinases/genetics ¥ Mitogen-Activated Protein Kinases/metabolism* ¥ RNA, Messenger/biosynthesis ¥ RNA, Messenger/genetics ¥ Receptor, Epidermal Growth Factor/biosynthesis ¥ Receptor, Epidermal Growth Factor/genetics ¥ Receptor, Epidermal Growth Factor/metabolism ¥ Receptor, erbB-2/biosynthesis ¥ Receptor, erbB-2/genetics ¥ Receptor, erbB-2/metabolism ¥ Transfection ¥ raf Kinases/biosynthesis ¥ raf Kinases/genetics ¥ raf Kinases/metabolism
GDS1926	16606835	Blood Coagulation/drug effects ¥ Blood Coagulation/physiology ¥ Cells, Cultured ¥ Endothelial Cells/drug effects ¥ Endothelial Cells/metabolism ¥ Endothelium, Vascular/drug effects ¥ Endothelium, Vascular/metabolism* ¥ Gene Expression Regulation* ¥ Humans ¥ Leukotriene C4/metabolism* ¥ Leukotriene C4/pharmacology ¥ Membrane Proteins/agonists ¥ Membrane Proteins/physiology* ¥ Receptor, PAR-1/agonists ¥ Receptor, PAR-1/physiology* ¥ Receptors, Cytoplasmic and Nuclear ¥ Receptors, Leukotriene/agonists ¥ Receptors, Leukotriene/physiology* ¥ Thrombin/metabolism* ¥ Thrombin/pharmacology ¥ Transcription, Genetic/drug effects ¥ Umbilical Veins/cytology
GDS1942	17017123	Cell Cycle/genetics* ¥ Cell Line, Tumor ¥ Cholesterol/biosynthesis ¥ Colonic Neoplasms ¥ Gene Expression Profiling* ¥ Gene Expression Regulation ¥ Humans ¥ Kinetics ¥ Kruppel-Like Transcription Factors/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ Transcription, Genetic* ¥ Transfection
GDS1954	16645204	Gene Expression Profiling/methods* ¥ Genetic Variation/genetics* ¥ Humans ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ RNA, Complementary/genetics ¥ RNA, Messenger/genetics ¥ Reproducibility of Results ¥ Transcription, Genetic/genetics
GDS1956	16478798	Biopsy ¥ Child ¥ DNA Fingerprinting ¥ Gene Expression Profiling/methods ¥ Humans ¥ Lamin Type A/genetics* ¥ Membrane Proteins/genetics ¥ Models, Statistical ¥ Muscle, Skeletal/pathology ¥ Muscle, Skeletal/physiology* ¥ Muscular Dystrophies/genetics* ¥ Muscular Dystrophies/metabolism ¥ Muscular Dystrophies/pathology ¥ Muscular Dystrophy, Emery-Dreifuss/genetics ¥ Muscular Dystrophy, Emery-Dreifuss/metabolism ¥ Muscular Dystrophy, Emery-Dreifuss/pathology ¥ Mutation ¥ MyoD Protein/metabolism ¥ Nuclear Envelope/pathology* ¥ Nuclear Proteins ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Protein Binding ¥ RNA, Messenger/genetics ¥ Regeneration/genetics* ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Thymopoietins/genetics ¥ Transcription, Genetic
